timestamp,farm_id,revenue,operating_costs,labor_costs,equipment_costs,seed_costs,fertilizer_costs,pesticide_costs,fuel_costs,total_costs,gross_profit,profit_margin,market_demand_index,price_volatility,competitor_count,market_share,customer_satisfaction,brand_value,investment_required,roi_projection,risk_score,latitude,longitude,climate_zone
2025-09-04T22:09:32.468373,farm_0025,41516.91,18598.81,9523.55,6605.7,2737.46,3235.57,1322.5,4080.83,46104.42,-4587.51,-11.05,1.09,0.105,8,0.126,4.65,4520.04,22810.14,0.16,0.797,37.4463842853645,-118.87942796845715,mediterranean
2025-08-06T22:09:32.468373,farm_0026,11774.97,4564.66,2577.99,1582.98,1735.84,940.62,330.75,796.85,12529.69,-754.72,-6.41,1.029,0.365,6,0.053,4.87,5922.03,26033.84,0.09,0.102,45.54254069337189,-123.85191069653182,oceanic
2025-08-07T22:09:32.468373,farm_0026,38315.54,12136.44,10980.46,6921.35,2292.18,3479.87,1141.22,1230.79,38182.3,133.24,0.35,1.186,0.336,13,0.078,4.36,8681.14,43542.99,0.24,0.564,45.54254069337189,-123.85191069653182,oceanic
2025-08-08T22:09:32.468373,farm_0026,27263.04,12803.67,7815.28,4693.55,2625.94,1382.45,831.34,1114.11,31266.35,-4003.31,-14.68,0.925,0.126,12,0.098,4.38,1833.64,43264.17,0.22,0.788,45.54254069337189,-123.85191069653182,oceanic
2025-08-09T22:09:32.468373,farm_0026,28021.61,13575.62,7950.0,3948.16,1707.02,2600.2,1591.67,1695.82,33068.48,-5046.86,-18.01,0.896,0.188,3,0.137,3.75,1143.71,34658.74,0.11,0.412,45.54254069337189,-123.85191069653182,oceanic
2025-08-10T22:09:32.468373,farm_0026,6485.71,2459.4,1460.42,837.29,551.68,324.95,334.4,253.79,6221.94,263.77,4.07,1.005,0.238,8,0.284,3.06,3212.47,46163.77,0.12,0.614,45.54254069337189,-123.85191069653182,oceanic
2025-08-11T22:09:32.468373,farm_0026,36864.47,11613.9,7981.9,6773.71,1968.8,2044.98,1368.95,2990.48,34742.72,2121.75,5.76,0.55,0.247,5,0.17,4.2,2755.29,43045.94,0.2,0.241,45.54254069337189,-123.85191069653182,oceanic
2025-08-12T22:09:32.468373,farm_0026,7072.38,2682.81,1591.39,791.92,822.22,676.71,224.6,513.66,7303.3,-230.92,-3.27,1.333,0.257,3,0.203,4.8,6331.01,15029.46,0.1,0.143,45.54254069337189,-123.85191069653182,oceanic
2025-08-13T22:09:32.468373,farm_0026,40937.64,19403.08,8978.06,5297.62,4961.91,3473.19,1007.12,2481.28,45602.26,-4664.62,-11.39,1.346,0.359,8,0.286,3.68,1095.95,38063.03,0.11,0.149,45.54254069337189,-123.85191069653182,oceanic
2025-08-14T22:09:32.468373,farm_0026,19871.68,8059.52,4497.26,2234.38,2402.46,1721.46,559.23,1267.64,20741.95,-870.27,-4.38,0.868,0.277,13,0.215,4.86,2247.36,42069.77,0.05,0.501,45.54254069337189,-123.85191069653182,oceanic
2025-08-15T22:09:32.468373,farm_0026,14544.11,5640.87,4337.38,2307.53,1598.17,798.94,1079.87,1011.78,16774.53,-2230.42,-15.34,0.905,0.23,12,0.156,3.95,8781.91,47552.48,0.24,0.117,45.54254069337189,-123.85191069653182,oceanic
2025-08-16T22:09:32.468373,farm_0026,42819.77,18415.87,10045.15,4853.33,3559.23,2502.17,3387.63,3617.14,46380.52,-3560.75,-8.32,0.766,0.355,13,0.25,3.67,6761.28,33405.37,0.18,0.182,45.54254069337189,-123.85191069653182,oceanic
2025-08-17T22:09:32.468373,farm_0026,40931.86,15674.34,8505.05,6385.41,4551.49,3762.71,1711.48,2000.75,42591.22,-1659.36,-4.05,1.15,0.359,4,0.063,4.14,8638.34,37542.96,0.1,0.64,45.54254069337189,-123.85191069653182,oceanic
2025-08-18T22:09:32.468373,farm_0026,38206.79,17563.8,8090.43,7554.07,1940.39,2877.33,1031.51,2562.15,41619.68,-3412.9,-8.93,1.403,0.253,9,0.224,4.83,4378.06,14861.0,0.23,0.712,45.54254069337189,-123.85191069653182,oceanic
2025-08-19T22:09:32.468373,farm_0026,25499.84,9804.6,5625.75,2605.39,1509.32,2401.92,1575.34,1008.87,24531.19,968.65,3.8,1.248,0.374,3,0.076,4.99,4904.34,47398.03,0.1,0.456,45.54254069337189,-123.85191069653182,oceanic
2025-08-20T22:09:32.468373,farm_0026,39856.43,17422.72,9397.1,7892.65,5893.96,2089.3,1328.4,2965.39,46989.52,-7133.09,-17.9,0.715,0.28,14,0.276,4.43,5124.41,49219.4,0.15,0.63,45.54254069337189,-123.85191069653182,oceanic
2025-08-21T22:09:32.468373,farm_0026,23601.85,11148.1,6058.09,4024.73,3004.48,1287.1,1141.78,1451.46,28115.74,-4513.89,-19.13,1.175,0.123,12,0.082,3.18,9702.33,5890.47,0.07,0.283,45.54254069337189,-123.85191069653182,oceanic
2025-08-22T22:09:32.468373,farm_0026,44703.27,15986.94,11447.46,7089.76,2241.15,3356.08,2519.79,2569.61,45210.79,-507.52,-1.14,0.909,0.186,5,0.247,3.6,7401.7,26590.46,0.19,0.448,45.54254069337189,-123.85191069653182,oceanic
2025-08-23T22:09:32.468373,farm_0026,43369.45,14809.55,10956.59,4537.94,6076.43,4332.65,2092.07,2938.65,45743.89,-2374.44,-5.47,0.543,0.204,4,0.156,3.14,7718.57,26426.16,0.08,0.106,45.54254069337189,-123.85191069653182,oceanic
2025-08-24T22:09:32.468373,farm_0026,14229.11,7034.0,3520.18,1908.3,717.0,754.89,431.76,998.74,15364.87,-1135.77,-7.98,1.047,0.163,5,0.209,4.57,1783.51,16734.3,0.13,0.445,45.54254069337189,-123.85191069653182,oceanic
2025-08-25T22:09:32.468373,farm_0026,25167.3,9240.83,5279.78,3399.61,2652.08,2397.73,1537.81,1360.79,25868.64,-701.33,-2.79,0.777,0.381,8,0.213,3.68,4461.01,46188.5,0.06,0.724,45.54254069337189,-123.85191069653182,oceanic
2025-08-26T22:09:32.468373,farm_0026,26178.07,9613.0,7836.45,3212.55,3841.1,1919.58,744.99,2100.12,29267.78,-3089.72,-11.8,1.022,0.344,14,0.202,4.22,4798.32,9323.59,0.18,0.251,45.54254069337189,-123.85191069653182,oceanic
2025-08-27T22:09:32.468373,farm_0026,46689.29,14067.03,13700.24,8070.77,3167.85,3118.66,2951.04,1713.24,46788.83,-99.53,-0.21,0.948,0.317,8,0.257,4.35,6810.67,38258.05,0.14,0.763,45.54254069337189,-123.85191069653182,oceanic
2025-08-28T22:09:32.468373,farm_0026,15005.16,6892.77,3148.13,2224.49,1193.1,1355.91,542.85,785.71,16142.97,-1137.8,-7.58,0.827,0.365,3,0.094,4.75,6690.21,23670.77,0.22,0.257,45.54254069337189,-123.85191069653182,oceanic
2025-08-29T22:09:32.468373,farm_0026,4757.07,2286.36,1009.3,851.25,684.16,302.64,352.13,444.02,5929.87,-1172.79,-24.65,0.506,0.208,13,0.275,3.62,9392.2,8679.91,0.13,0.133,45.54254069337189,-123.85191069653182,oceanic
2025-08-30T22:09:32.468373,farm_0026,46581.61,15342.72,11755.09,5385.83,4133.91,3228.5,3307.82,3632.86,46786.74,-205.13,-0.44,0.983,0.105,3,0.167,3.86,7603.88,23775.89,0.16,0.333,45.54254069337189,-123.85191069653182,oceanic
2025-08-31T22:09:32.468373,farm_0026,41980.76,15570.69,8480.02,7222.96,2149.45,2935.46,1269.12,2777.51,40405.21,1575.55,3.75,1.126,0.269,7,0.29,3.41,5036.01,40045.47,0.19,0.168,45.54254069337189,-123.85191069653182,oceanic
2025-09-01T22:09:32.468373,farm_0026,1592.5,744.3,326.32,160.47,125.4,88.36,36.05,114.57,1595.48,-2.99,-0.19,1.355,0.301,3,0.141,3.46,4428.24,16753.37,0.06,0.623,45.54254069337189,-123.85191069653182,oceanic
2025-09-02T22:09:32.468373,farm_0026,20095.44,9592.34,5410.41,2073.38,2625.05,1715.94,541.25,1872.69,23831.06,-3735.62,-18.59,0.721,0.198,7,0.139,3.2,7087.2,12325.67,0.1,0.467,45.54254069337189,-123.85191069653182,oceanic
2025-09-03T22:09:32.468373,farm_0026,9607.23,2933.69,2462.44,1789.15,565.31,757.98,586.7,854.67,9949.94,-342.71,-3.57,1.149,0.257,7,0.297,4.76,9190.58,27091.59,0.23,0.526,45.54254069337189,-123.85191069653182,oceanic
2025-09-04T22:09:32.468373,farm_0026,35060.26,10683.25,9944.49,6066.65,1907.32,2104.69,1925.44,1675.14,34306.97,753.29,2.15,0.97,0.266,11,0.081,3.81,2195.52,5470.17,0.06,0.335,45.54254069337189,-123.85191069653182,oceanic
2025-08-06T22:09:32.468373,farm_0027,32691.18,11913.34,9094.16,3687.23,1688.11,2868.96,2222.96,1198.45,32673.21,17.97,0.05,1.292,0.372,3,0.252,3.77,8376.6,34895.71,0.11,0.514,29.347607178575387,-96.54758629649763,subtropical
2025-08-07T22:09:32.468373,farm_0027,33157.17,10602.57,7463.79,4505.36,1815.49,2697.3,1813.89,2535.57,31433.97,1723.2,5.2,1.097,0.228,4,0.086,4.82,7016.35,14557.53,0.17,0.456,29.347607178575387,-96.54758629649763,subtropical
2025-08-08T22:09:32.468373,farm_0027,11336.54,3443.25,2277.82,1463.46,1405.42,1005.25,450.9,816.59,10862.68,473.86,4.18,1.358,0.307,12,0.222,4.38,6468.11,45878.11,0.25,0.794,29.347607178575387,-96.54758629649763,subtropical
2025-08-09T22:09:32.468373,farm_0027,48853.68,23594.95,11233.81,7831.17,4252.97,4854.75,1129.32,1646.04,54543.0,-5689.32,-11.65,0.788,0.295,13,0.151,3.08,4794.49,34173.96,0.17,0.222,29.347607178575387,-96.54758629649763,subtropical
2025-08-10T22:09:32.468373,farm_0027,4173.54,1500.62,1081.06,800.56,417.91,294.05,172.51,356.79,4623.5,-449.96,-10.78,0.796,0.278,4,0.172,4.52,4221.64,26243.24,0.24,0.271,29.347607178575387,-96.54758629649763,subtropical
2025-08-11T22:09:32.468373,farm_0027,13412.13,5232.08,3818.29,1930.25,973.98,1320.27,559.08,605.63,14439.58,-1027.45,-7.66,1.291,0.362,10,0.215,4.03,5496.26,5262.34,0.09,0.554,29.347607178575387,-96.54758629649763,subtropical
2025-08-12T22:09:32.468373,farm_0027,20990.86,8222.96,5794.05,2559.55,1992.51,1647.9,947.22,1885.78,23049.97,-2059.11,-9.81,0.882,0.257,4,0.193,4.26,2018.8,30782.89,0.11,0.723,29.347607178575387,-96.54758629649763,subtropical
2025-08-13T22:09:32.468373,farm_0027,8595.09,3960.57,2291.86,1069.47,1056.5,522.87,303.24,348.49,9552.97,-957.88,-11.14,1.456,0.138,13,0.124,4.84,5432.69,46423.3,0.12,0.447,29.347607178575387,-96.54758629649763,subtropical
2025-08-14T22:09:32.468373,farm_0027,46855.66,16777.6,9546.86,9257.05,2556.87,4148.34,3715.69,4269.42,50271.84,-3416.18,-7.29,0.5,0.175,7,0.133,3.69,2431.94,43243.62,0.18,0.364,29.347607178575387,-96.54758629649763,subtropical
2025-08-15T22:09:32.468373,farm_0027,49939.94,22177.41,13076.12,7247.57,4449.84,2539.53,3899.92,4214.3,57604.7,-7664.76,-15.35,0.716,0.13,10,0.124,4.04,5787.47,32545.67,0.23,0.204,29.347607178575387,-96.54758629649763,subtropical
2025-08-16T22:09:32.468373,farm_0027,10521.31,4502.69,2264.83,1531.1,833.56,576.93,355.27,842.94,10907.3,-385.99,-3.67,0.68,0.333,9,0.255,4.25,9422.3,22545.93,0.22,0.214,29.347607178575387,-96.54758629649763,subtropical
2025-08-17T22:09:32.468373,farm_0027,17844.35,8606.84,5008.08,2307.66,1355.69,1736.42,1021.51,1619.91,21656.11,-3811.77,-21.36,1.165,0.352,14,0.065,4.58,3439.13,26688.44,0.2,0.235,29.347607178575387,-96.54758629649763,subtropical
2025-08-18T22:09:32.468373,farm_0027,21121.06,8655.01,5183.55,2584.87,2050.25,1794.41,1165.67,1883.82,23317.58,-2196.52,-10.4,0.566,0.121,8,0.142,4.03,5323.21,27824.98,0.2,0.169,29.347607178575387,-96.54758629649763,subtropical
2025-08-19T22:09:32.468373,farm_0027,47255.72,22937.53,12976.74,7257.82,3459.49,3921.47,2450.14,4295.44,57298.62,-10042.9,-21.25,1.347,0.3,12,0.122,3.67,3122.72,47422.71,0.24,0.68,29.347607178575387,-96.54758629649763,subtropical
2025-08-20T22:09:32.468373,farm_0027,7001.75,2391.67,1635.95,784.84,361.74,451.18,261.2,358.1,6244.7,757.05,10.81,0.905,0.281,14,0.096,3.73,7911.0,36719.35,0.09,0.232,29.347607178575387,-96.54758629649763,subtropical
2025-08-21T22:09:32.468373,farm_0027,25972.03,7955.24,5321.65,4010.46,2106.2,2059.27,598.55,2509.27,24560.65,1411.38,5.43,0.612,0.3,7,0.063,3.98,8551.86,9956.67,0.18,0.177,29.347607178575387,-96.54758629649763,subtropical
2025-08-22T22:09:32.468373,farm_0027,20500.97,8029.17,5753.11,3105.32,1319.66,1415.92,949.28,1964.47,22536.93,-2035.96,-9.93,1.388,0.287,11,0.076,4.94,4642.97,19297.2,0.2,0.246,29.347607178575387,-96.54758629649763,subtropical
2025-08-23T22:09:32.468373,farm_0027,24695.41,8534.72,6676.04,2745.14,1757.1,2444.07,1665.75,1095.99,24918.81,-223.39,-0.9,0.882,0.3,6,0.213,4.59,6607.44,13035.52,0.14,0.18,29.347607178575387,-96.54758629649763,subtropical
2025-08-24T22:09:32.468373,farm_0027,6099.17,2499.48,1657.21,884.17,379.23,346.6,452.86,238.22,6457.76,-358.59,-5.88,0.728,0.371,8,0.218,3.1,6104.45,26794.03,0.07,0.658,29.347607178575387,-96.54758629649763,subtropical
2025-08-25T22:09:32.468373,farm_0027,18265.44,8384.76,4367.39,2972.74,2390.62,1331.76,554.28,1321.48,21323.03,-3057.59,-16.74,1.244,0.168,3,0.229,4.17,5390.39,13127.17,0.12,0.29,29.347607178575387,-96.54758629649763,subtropical
2025-08-26T22:09:32.468373,farm_0027,40487.56,14693.47,8631.11,8004.55,5889.65,3273.92,2693.44,3209.29,46395.44,-5907.88,-14.59,0.952,0.361,13,0.288,3.43,2267.5,15359.23,0.22,0.344,29.347607178575387,-96.54758629649763,subtropical
2025-08-27T22:09:32.468373,farm_0027,2002.2,682.24,435.86,307.81,264.56,173.77,154.79,182.5,2201.55,-199.34,-9.96,0.999,0.383,5,0.126,4.74,3438.42,17840.85,0.17,0.641,29.347607178575387,-96.54758629649763,subtropical
2025-08-28T22:09:32.468373,farm_0027,36623.69,15661.98,8139.3,5650.45,2339.21,1855.9,1838.36,3278.59,38763.79,-2140.09,-5.84,1.107,0.319,4,0.097,4.78,8909.17,16152.18,0.22,0.732,29.347607178575387,-96.54758629649763,subtropical
2025-08-29T22:09:32.468373,farm_0027,3875.69,1442.16,916.4,740.77,427.4,210.38,203.37,208.25,4148.73,-273.04,-7.04,0.702,0.24,5,0.096,4.57,2713.47,35890.01,0.25,0.498,29.347607178575387,-96.54758629649763,subtropical
2025-08-30T22:09:32.468373,farm_0027,33964.66,13258.09,9298.81,5243.58,1702.73,3243.42,1640.32,2159.26,36546.21,-2581.55,-7.6,0.84,0.143,7,0.082,3.34,5036.36,28170.09,0.08,0.184,29.347607178575387,-96.54758629649763,subtropical
2025-08-31T22:09:32.468373,farm_0027,38868.08,15543.49,8764.75,5941.22,4866.01,2379.92,1255.19,3618.4,42368.97,-3500.89,-9.01,1.253,0.182,5,0.208,3.65,9458.67,32274.49,0.17,0.742,29.347607178575387,-96.54758629649763,subtropical
2025-09-01T22:09:32.468373,farm_0027,37185.46,12373.09,9913.83,6300.01,3772.75,3644.34,2548.91,3033.39,41586.32,-4400.86,-11.83,1.26,0.398,14,0.155,4.36,2006.07,48611.45,0.15,0.273,29.347607178575387,-96.54758629649763,subtropical
2025-09-02T22:09:32.468373,farm_0027,15630.37,6387.94,4486.8,1663.17,1839.12,1257.72,815.82,1120.17,17570.75,-1940.37,-12.41,0.996,0.338,14,0.28,3.36,6841.25,46074.46,0.1,0.506,29.347607178575387,-96.54758629649763,subtropical
2025-09-03T22:09:32.468373,farm_0027,12512.62,4725.88,3187.49,2144.61,1420.8,1237.91,483.7,792.9,13993.29,-1480.67,-11.83,0.912,0.188,14,0.228,3.89,1972.18,43408.28,0.15,0.295,29.347607178575387,-96.54758629649763,subtropical
2025-09-04T22:09:32.468373,farm_0027,11243.73,5046.12,2865.82,1844.48,1201.28,607.33,429.76,635.64,12630.42,-1386.7,-12.33,1.321,0.36,4,0.216,3.82,4128.04,47830.64,0.21,0.23,29.347607178575387,-96.54758629649763,subtropical
2025-08-06T22:09:32.468373,farm_0028,43211.45,20641.54,9677.25,4877.68,2726.62,2708.4,2273.12,1976.52,44881.13,-1669.67,-3.86,0.935,0.319,6,0.186,4.79,7580.11,35171.13,0.1,0.339,39.6617960497053,-89.80932494914192,continental
2025-08-07T22:09:32.468373,farm_0028,35807.39,16749.89,7928.55,4821.48,1999.43,2480.73,1614.75,1702.37,37297.22,-1489.82,-4.16,1.481,0.357,4,0.079,4.24,3213.86,8848.53,0.23,0.654,39.6617960497053,-89.80932494914192,continental
2025-08-08T22:09:32.468373,farm_0028,47073.63,16970.91,12758.45,5294.8,3081.93,4283.15,3753.92,2950.38,49093.53,-2019.9,-4.29,1.318,0.146,14,0.053,4.11,2127.47,22181.11,0.24,0.325,39.6617960497053,-89.80932494914192,continental
2025-08-09T22:09:32.468373,farm_0028,12848.7,5018.42,2647.46,2403.67,1344.8,1272.33,752.0,1245.08,14683.75,-1835.05,-14.28,0.577,0.39,7,0.176,3.68,4675.65,24103.68,0.14,0.316,39.6617960497053,-89.80932494914192,continental
2025-08-10T22:09:32.468373,farm_0028,40966.98,17046.14,9112.14,4821.31,3536.78,3402.24,1475.66,2595.48,41989.75,-1022.77,-2.5,1.043,0.224,5,0.173,4.36,3904.0,48156.36,0.11,0.389,39.6617960497053,-89.80932494914192,continental
2025-08-11T22:09:32.468373,farm_0028,12656.66,5904.81,2911.97,1962.79,1863.81,775.51,756.71,692.38,14867.98,-2211.32,-17.47,1.339,0.145,4,0.294,3.69,7436.97,47897.29,0.1,0.656,39.6617960497053,-89.80932494914192,continental
2025-08-12T22:09:32.468373,farm_0028,9060.07,3851.86,2417.39,1352.89,845.51,562.92,569.55,812.61,10412.73,-1352.66,-14.93,1.093,0.387,6,0.073,3.89,1918.15,35072.11,0.1,0.349,39.6617960497053,-89.80932494914192,continental
2025-08-13T22:09:32.468373,farm_0028,36398.21,16201.75,8329.53,4816.41,3759.95,1991.79,2874.82,3122.28,41096.54,-4698.33,-12.91,1.314,0.274,10,0.113,4.61,2383.46,37297.72,0.17,0.629,39.6617960497053,-89.80932494914192,continental
2025-08-14T22:09:32.468373,farm_0028,33941.95,14360.75,7001.83,5864.17,3704.15,2158.53,2039.92,1958.4,37087.74,-3145.79,-9.27,1.04,0.355,12,0.117,4.87,2541.96,46572.05,0.21,0.626,39.6617960497053,-89.80932494914192,continental
2025-08-15T22:09:32.468373,farm_0028,3899.5,1622.48,869.45,560.18,428.8,279.05,194.33,196.48,4150.77,-251.27,-6.44,0.901,0.305,10,0.187,4.65,2480.53,13872.2,0.06,0.661,39.6617960497053,-89.80932494914192,continental
2025-08-16T22:09:32.468373,farm_0028,21847.36,7970.27,5354.66,2685.27,2225.47,1403.43,1717.83,1690.15,23047.09,-1199.72,-5.49,0.515,0.16,14,0.057,3.27,2287.21,40500.71,0.22,0.72,39.6617960497053,-89.80932494914192,continental
2025-08-17T22:09:32.468373,farm_0028,33434.97,12555.0,8389.06,6199.21,2645.14,2096.5,968.35,2913.17,35766.42,-2331.45,-6.97,0.903,0.284,14,0.172,3.51,3035.84,34703.95,0.11,0.779,39.6617960497053,-89.80932494914192,continental
2025-08-18T22:09:32.468373,farm_0028,7421.22,2806.78,2156.68,911.36,663.72,528.66,529.23,487.26,8083.69,-662.46,-8.93,0.639,0.169,7,0.253,4.07,2261.8,43727.31,0.23,0.377,39.6617960497053,-89.80932494914192,continental
2025-08-19T22:09:32.468373,farm_0028,1193.96,508.31,253.18,125.67,171.07,74.99,42.38,63.05,1238.65,-44.69,-3.74,1.115,0.171,13,0.262,3.63,2183.79,10173.1,0.09,0.423,39.6617960497053,-89.80932494914192,continental
2025-08-20T22:09:32.468373,farm_0028,31396.88,14377.02,7493.89,6184.17,4012.88,2726.28,1088.39,1861.23,37743.88,-6346.99,-20.22,0.575,0.116,14,0.169,4.52,5548.15,9966.9,0.2,0.728,39.6617960497053,-89.80932494914192,continental
2025-08-21T22:09:32.468373,farm_0028,48417.52,16722.75,13731.44,5760.81,6511.06,4557.38,3694.18,3928.79,54906.41,-6488.89,-13.4,1.261,0.209,7,0.074,4.66,4998.79,43591.54,0.13,0.131,39.6617960497053,-89.80932494914192,continental
2025-08-22T22:09:32.468373,farm_0028,13383.89,5860.33,2725.29,2338.89,768.33,1177.53,628.3,719.78,14218.44,-834.55,-6.24,1.291,0.356,5,0.135,4.31,5540.77,12355.97,0.12,0.793,39.6617960497053,-89.80932494914192,continental
2025-08-23T22:09:32.468373,farm_0028,45176.07,16112.34,12020.64,4632.29,2381.15,2617.05,2809.74,1468.07,42041.29,3134.78,6.94,1.203,0.201,3,0.14,4.96,8806.46,36482.9,0.13,0.623,39.6617960497053,-89.80932494914192,continental
2025-08-24T22:09:32.468373,farm_0028,26292.72,8699.32,6140.3,3293.55,3042.57,1556.13,1208.45,1439.47,25379.77,912.95,3.47,1.397,0.279,14,0.085,3.27,1922.72,7215.48,0.12,0.263,39.6617960497053,-89.80932494914192,continental
2025-08-25T22:09:32.468373,farm_0028,43084.06,15118.8,8969.97,4786.29,3934.73,2190.72,2948.01,4016.76,41965.27,1118.79,2.6,0.873,0.347,5,0.271,4.61,4201.53,26694.89,0.19,0.127,39.6617960497053,-89.80932494914192,continental
2025-08-26T22:09:32.468373,farm_0028,45020.31,16094.26,9091.04,8805.59,5194.71,3246.8,3077.02,2842.38,48351.8,-3331.49,-7.4,1.452,0.152,7,0.204,3.53,5163.68,32989.08,0.06,0.127,39.6617960497053,-89.80932494914192,continental
2025-08-27T22:09:32.468373,farm_0028,46288.13,22950.96,10039.68,7717.22,3100.27,4382.07,2894.71,2575.36,53660.27,-7372.13,-15.93,1.106,0.206,10,0.122,4.72,3580.3,45026.41,0.1,0.503,39.6617960497053,-89.80932494914192,continental
2025-08-28T22:09:32.468373,farm_0028,26463.57,11489.94,5867.48,4064.87,3939.28,2115.11,958.92,1657.78,30093.39,-3629.81,-13.72,1.273,0.22,4,0.111,4.67,2387.23,13643.45,0.08,0.307,39.6617960497053,-89.80932494914192,continental
2025-08-29T22:09:32.468373,farm_0028,23063.04,8315.38,4777.38,2618.9,1554.96,1257.1,768.14,1994.11,21285.98,1777.07,7.71,1.155,0.179,7,0.246,3.2,9147.8,25312.46,0.11,0.287,39.6617960497053,-89.80932494914192,continental
2025-08-30T22:09:32.468373,farm_0028,14115.32,5158.15,3274.32,1480.18,2085.84,860.15,940.58,1209.67,15008.9,-893.58,-6.33,1.405,0.26,12,0.118,3.52,9292.29,18484.24,0.14,0.143,39.6617960497053,-89.80932494914192,continental
2025-08-31T22:09:32.468373,farm_0028,43988.39,15992.85,8857.5,6793.27,3520.58,2558.07,3086.04,4257.7,45066.01,-1077.62,-2.45,0.912,0.186,3,0.234,4.54,6454.79,49857.74,0.24,0.111,39.6617960497053,-89.80932494914192,continental
2025-09-01T22:09:32.468373,farm_0028,21088.27,8802.0,5932.23,3012.57,1325.98,1921.16,944.61,1520.87,23459.42,-2371.14,-11.24,0.628,0.215,11,0.072,4.85,3322.96,28569.79,0.09,0.723,39.6617960497053,-89.80932494914192,continental
2025-09-02T22:09:32.468373,farm_0028,28902.62,11702.46,6047.57,3017.44,3922.92,1872.9,1580.62,1104.6,29248.5,-345.89,-1.2,0.646,0.394,9,0.256,3.76,1914.12,38387.9,0.25,0.396,39.6617960497053,-89.80932494914192,continental
2025-09-03T22:09:32.468373,farm_0028,43206.32,18186.38,12807.63,4885.1,3589.89,3821.77,1249.82,2876.88,47417.46,-4211.14,-9.75,1.429,0.178,7,0.147,3.19,5108.65,42013.83,0.1,0.221,39.6617960497053,-89.80932494914192,continental
2025-09-04T22:09:32.468373,farm_0028,30190.7,12591.76,7103.19,4858.25,3916.6,1858.61,2396.28,1249.99,33974.67,-3783.97,-12.53,0.991,0.245,9,0.066,4.11,6330.89,42978.23,0.05,0.667,39.6617960497053,-89.80932494914192,continental
2025-08-06T22:09:32.468373,farm_0029,34476.23,15807.49,9240.67,6120.37,5106.75,3066.98,2558.55,2806.42,44707.23,-10231.0,-29.68,1.068,0.126,7,0.249,4.19,6687.51,28872.21,0.13,0.774,29.97554996608024,-97.08157528664775,subtropical
2025-08-07T22:09:32.468373,farm_0029,36421.8,10942.62,10451.46,5199.03,4156.04,1981.88,2214.32,3101.39,38046.74,-1624.94,-4.46,0.569,0.179,12,0.283,3.25,6760.8,47638.62,0.08,0.246,29.97554996608024,-97.08157528664775,subtropical
2025-08-08T22:09:32.468373,farm_0029,36951.72,16500.27,8674.31,6354.81,5407.04,2936.79,1853.08,2803.56,44529.88,-7578.16,-20.51,1.03,0.138,10,0.059,4.69,1466.96,16905.0,0.12,0.51,29.97554996608024,-97.08157528664775,subtropical
2025-08-09T22:09:32.468373,farm_0029,9557.68,4119.69,2733.13,1721.3,873.79,659.6,606.8,392.98,11107.29,-1549.61,-16.21,0.854,0.286,6,0.195,4.3,9752.83,24031.65,0.09,0.225,29.97554996608024,-97.08157528664775,subtropical
2025-08-10T22:09:32.468373,farm_0029,17922.83,6150.93,3871.18,2525.5,1995.4,1031.56,962.35,1610.45,18147.38,-224.55,-1.25,0.88,0.351,12,0.145,3.07,9692.61,21773.73,0.13,0.348,29.97554996608024,-97.08157528664775,subtropical
2025-08-11T22:09:32.468373,farm_0029,47549.35,22760.15,11350.88,5205.77,5003.42,4271.61,2632.27,2779.59,54003.69,-6454.35,-13.57,0.671,0.249,4,0.211,3.86,8633.9,18148.14,0.24,0.791,29.97554996608024,-97.08157528664775,subtropical
2025-08-12T22:09:32.468373,farm_0029,35318.84,15088.89,10577.63,6821.08,3425.7,3130.79,892.01,3168.79,43104.89,-7786.05,-22.05,1.16,0.376,3,0.101,4.74,3460.15,45791.17,0.13,0.192,29.97554996608024,-97.08157528664775,subtropical
2025-08-13T22:09:32.468373,farm_0029,8027.08,2911.2,1620.29,825.72,1002.9,696.11,368.33,340.97,7765.53,261.55,3.26,0.995,0.189,12,0.172,3.64,9204.37,24764.59,0.24,0.181,29.97554996608024,-97.08157528664775,subtropical
2025-08-14T22:09:32.468373,farm_0029,38186.45,16591.67,10931.24,6166.63,3379.9,2286.36,1767.88,2044.61,43168.29,-4981.84,-13.05,1.019,0.337,9,0.177,3.28,6445.65,46469.33,0.16,0.606,29.97554996608024,-97.08157528664775,subtropical
2025-08-15T22:09:32.468373,farm_0029,48964.94,22390.61,9913.34,5347.69,2719.11,3514.7,2997.36,3424.47,50307.28,-1342.34,-2.74,1.03,0.233,10,0.231,4.5,1550.41,35037.77,0.12,0.197,29.97554996608024,-97.08157528664775,subtropical
2025-08-16T22:09:32.468373,farm_0029,23756.96,7205.18,5998.47,3565.27,1589.38,1847.3,822.63,2338.09,23366.31,390.65,1.64,0.593,0.265,4,0.256,4.7,7656.26,10717.51,0.12,0.421,29.97554996608024,-97.08157528664775,subtropical
2025-08-17T22:09:32.468373,farm_0029,26999.54,9868.32,6169.13,3114.15,3768.2,2520.35,2058.03,1829.49,29327.66,-2328.12,-8.62,0.809,0.232,10,0.25,3.83,4594.6,39211.38,0.13,0.181,29.97554996608024,-97.08157528664775,subtropical
